filename: frame000230_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.45454809648358036	area_occluded_relative_to_gtbox: 0.45454809648358036	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000047_rgb.pngbbox0	sequence: small0 big1	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.4895833333333333	area_occluded_relative_to_gtbox: 0.4478291316526611	high_attention_area_occluded_slc: 0	quadrants: ['2', '4']
filename: frame000047_rgb.pngbbox0	sequence: small0 big1	success: False	combination: small0	high_attention_area_without_occlussion_slc: 0.4895833333333333	area_occluded_relative_to_gtbox: 0.041754201680672266	high_attention_area_occluded_slc: 0	quadrants: ['1', '2', '3', '4']
filename: frame000047_rgb.pngbbox0	sequence: small0 big1	success: False	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.4895833333333333	area_occluded_relative_to_gtbox: 0.48958333333333337	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000271_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.45165625209971105	area_occluded_relative_to_gtbox: 0.45165625209971105	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000454_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.5120035566093657	area_occluded_relative_to_gtbox: 0.5120035566093657	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000152_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.5571849385245902	area_occluded_relative_to_gtbox: 0.5571849385245902	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000226_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.1966265060240964	area_occluded_relative_to_gtbox: 0.1966265060240964	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000189_rgb.pngbbox1	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.5220646178092987	area_occluded_relative_to_gtbox: 0.5220646178092987	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000245_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.5985941893158389	area_occluded_relative_to_gtbox: 0.5985941893158389	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000137_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.6356589147286822	area_occluded_relative_to_gtbox: 0.6356589147286822	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000432_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.49524528301886794	area_occluded_relative_to_gtbox: 0.49524528301886794	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000248_rgb.pngbbox0	sequence: small0 big1	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.26092579986385295	area_occluded_relative_to_gtbox: 0.2361243476287724	high_attention_area_occluded_slc: 0	quadrants: ['2', '4']
filename: frame000248_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.26092579986385295	area_occluded_relative_to_gtbox: 0.024801452235080554	high_attention_area_occluded_slc: 0.5805990469707284	quadrants: ['1', '2', '3', '4']
filename: frame000248_rgb.pngbbox0	sequence: small0 big1	success: False	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.26092579986385295	area_occluded_relative_to_gtbox: 0.26092579986385295	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000180_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.4718023911572299	area_occluded_relative_to_gtbox: 0.4718023911572299	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000171_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.7955101541472963	area_occluded_relative_to_gtbox: 0.7955101541472963	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000461_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.4388066017774016	area_occluded_relative_to_gtbox: 0.4388066017774016	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000498_rgb.pngbbox0	sequence: big0 small1	success: False	combination: small1	high_attention_area_without_occlussion_slc: 0.13801762114537444	area_occluded_relative_to_gtbox: 0.05676211453744493	high_attention_area_occluded_slc: 0	quadrants: ['1', '3']
filename: frame000498_rgb.pngbbox0	sequence: big0 small1	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.13801762114537444	area_occluded_relative_to_gtbox: 0.08125550660792952	high_attention_area_occluded_slc: 0.2836784140969163	quadrants: ['1', '2']
filename: frame000498_rgb.pngbbox0	sequence: big0 small1	success: False	combination: big0 small1	high_attention_area_without_occlussion_slc: 0.13801762114537444	area_occluded_relative_to_gtbox: 0.13801762114537444	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000342_rgb.pngbbox0	sequence: small0 small1	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.09114734299516908	area_occluded_relative_to_gtbox: 0.06027777777777778	high_attention_area_occluded_slc: 0.2364975845410628	quadrants: ['4']
filename: frame000342_rgb.pngbbox0	sequence: small0 small1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.09114734299516908	area_occluded_relative_to_gtbox: 0.030869565217391304	high_attention_area_occluded_slc: 0.25555555555555554	quadrants: ['1', '2']
filename: frame000342_rgb.pngbbox0	sequence: small0 small1	success: True	combination: small0 small1	high_attention_area_without_occlussion_slc: 0.09114734299516908	area_occluded_relative_to_gtbox: 0.09114734299516908	high_attention_area_occluded_slc: 0.20979468599033815	quadrants: []
filename: frame000212_rgb.pngbbox1	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.42275537238740063	area_occluded_relative_to_gtbox: 0.42275537238740063	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000329_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.42560808324132626	area_occluded_relative_to_gtbox: 0.42560808324132626	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000123_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.5184976525821596	area_occluded_relative_to_gtbox: 0.5184976525821596	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000456_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.48851332266264946	area_occluded_relative_to_gtbox: 0.48851332266264946	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000146_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.5287020574041148	area_occluded_relative_to_gtbox: 0.5287020574041148	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000252_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.41464306946540447	area_occluded_relative_to_gtbox: 0.41464306946540447	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000486_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.2699984487305445	area_occluded_relative_to_gtbox: 0.17265629039764208	high_attention_area_occluded_slc: 0	quadrants: ['2', '4']
filename: frame000486_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.2699984487305445	area_occluded_relative_to_gtbox: 0.09734215833290243	high_attention_area_occluded_slc: 0.22860540875950153	quadrants: ['1', '3']
filename: frame000486_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big0 big1	high_attention_area_without_occlussion_slc: 0.2699984487305445	area_occluded_relative_to_gtbox: 0.2699984487305445	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000186_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.5516219044297175	area_occluded_relative_to_gtbox: 0.5516219044297175	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000224_rgb.pngbbox0	sequence: small0 big1	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.13965252396843053	area_occluded_relative_to_gtbox: 0.07799671592775041	high_attention_area_occluded_slc: 0	quadrants: ['1']
filename: frame000224_rgb.pngbbox0	sequence: small0 big1	success: False	combination: small0	high_attention_area_without_occlussion_slc: 0.13965252396843053	area_occluded_relative_to_gtbox: 0.06165580804068012	high_attention_area_occluded_slc: 0	quadrants: ['2', '4']
filename: frame000224_rgb.pngbbox0	sequence: small0 big1	success: False	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.13965252396843053	area_occluded_relative_to_gtbox: 0.13965252396843053	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000437_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.2266320296339058	area_occluded_relative_to_gtbox: 0.07201616394862173	high_attention_area_occluded_slc: 0.34697166498292203	quadrants: ['1', '2', '3', '4']
filename: frame000437_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.2266320296339058	area_occluded_relative_to_gtbox: 0.15461586568528407	high_attention_area_occluded_slc: 0.2028912300957329	quadrants: ['1']
filename: frame000437_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big0 big1	high_attention_area_without_occlussion_slc: 0.2266320296339058	area_occluded_relative_to_gtbox: 0.2266320296339058	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000153_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.6716535433070866	area_occluded_relative_to_gtbox: 0.6716535433070866	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000497_rgb.pngbbox0	sequence: small0 small1 small2	success: True	combination: small2	high_attention_area_without_occlussion_slc: 0.08230397422126745	area_occluded_relative_to_gtbox: 0.014075366988900823	high_attention_area_occluded_slc: 0.01884174722520587	quadrants: ['1', '3']
filename: frame000497_rgb.pngbbox0	sequence: small0 small1 small2	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.08230397422126745	area_occluded_relative_to_gtbox: 0.036005191550304336	high_attention_area_occluded_slc: 0.0397422126745435	quadrants: ['1', '3']
filename: frame000497_rgb.pngbbox0	sequence: small0 small1 small2	success: False	combination: small1 small2	high_attention_area_without_occlussion_slc: 0.08230397422126745	area_occluded_relative_to_gtbox: 0.05008055853920516	high_attention_area_occluded_slc: 0	quadrants: ['3']
filename: frame000497_rgb.pngbbox0	sequence: small0 small1 small2	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.08230397422126745	area_occluded_relative_to_gtbox: 0.0322234156820623	high_attention_area_occluded_slc: 0.26895363408521306	quadrants: ['1', '3']
filename: frame000497_rgb.pngbbox0	sequence: small0 small1 small2	success: False	combination: small0 small2	high_attention_area_without_occlussion_slc: 0.08230397422126745	area_occluded_relative_to_gtbox: 0.04629878267096312	high_attention_area_occluded_slc: 0	quadrants: ['1', '3']
filename: frame000497_rgb.pngbbox0	sequence: small0 small1 small2	success: True	combination: small0 small1	high_attention_area_without_occlussion_slc: 0.08230397422126745	area_occluded_relative_to_gtbox: 0.06822860723236664	high_attention_area_occluded_slc: 0.054444146079484425	quadrants: ['1']
filename: frame000497_rgb.pngbbox0	sequence: small0 small1 small2	success: False	combination: small0 small1 small2	high_attention_area_without_occlussion_slc: 0.08230397422126745	area_occluded_relative_to_gtbox: 0.08230397422126746	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000057_rgb.pngbbox1	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.5311895551257253	area_occluded_relative_to_gtbox: 0.5311895551257253	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000165_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.912042025862069	area_occluded_relative_to_gtbox: 0.912042025862069	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000436_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.37067975357627647	area_occluded_relative_to_gtbox: 0.37067975357627647	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000131_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.7344173441734417	area_occluded_relative_to_gtbox: 0.7344173441734417	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000173_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.5706006979062812	area_occluded_relative_to_gtbox: 0.5706006979062812	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000200_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.6146809661139149	area_occluded_relative_to_gtbox: 0.6146809661139149	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000156_rgb.pngbbox1	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.6181520061728395	area_occluded_relative_to_gtbox: 0.6181520061728395	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000117_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.7171240708976558	area_occluded_relative_to_gtbox: 0.7171240708976558	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000324_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.4183562071116656	area_occluded_relative_to_gtbox: 0.4183562071116656	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000489_rgb.pngbbox0	sequence: small0 big1	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.1686046511627907	area_occluded_relative_to_gtbox: 0.13928535782014173	high_attention_area_occluded_slc: 0	quadrants: ['2', '4']
filename: frame000489_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.1686046511627907	area_occluded_relative_to_gtbox: 0.029319293342648968	high_attention_area_occluded_slc: 0.2773480387264198	quadrants: ['1', '3']
filename: frame000489_rgb.pngbbox0	sequence: small0 big1	success: False	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.1686046511627907	area_occluded_relative_to_gtbox: 0.1686046511627907	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000114_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.5893649974186886	area_occluded_relative_to_gtbox: 0.5893649974186886	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000048_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.5514705882352942	area_occluded_relative_to_gtbox: 0.48713235294117646	high_attention_area_occluded_slc: 0	quadrants: ['2', '4']
filename: frame000048_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.5514705882352942	area_occluded_relative_to_gtbox: 0.06433823529411764	high_attention_area_occluded_slc: 0	quadrants: ['1', '2', '3', '4']
filename: frame000048_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big0 big1	high_attention_area_without_occlussion_slc: 0.5514705882352942	area_occluded_relative_to_gtbox: 0.5514705882352942	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000466_rgb.pngbbox0	sequence: small0 big1	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.26264851967276975	area_occluded_relative_to_gtbox: 0.20830492793143748	high_attention_area_occluded_slc: 0	quadrants: ['3', '4']
filename: frame000466_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.26264851967276975	area_occluded_relative_to_gtbox: 0.0543435917413323	high_attention_area_occluded_slc: 0.18773130112972342	quadrants: ['1', '2', '3', '4']
filename: frame000466_rgb.pngbbox0	sequence: small0 big1	success: False	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.26264851967276975	area_occluded_relative_to_gtbox: 0.2626485196727698	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000469_rgb.pngbbox0	sequence: small0 small1	success: False	combination: small1	high_attention_area_without_occlussion_slc: 0.05612883051907442	area_occluded_relative_to_gtbox: 0.04349072336877215	high_attention_area_occluded_slc: 0	quadrants: ['3', '4']
filename: frame000469_rgb.pngbbox0	sequence: small0 small1	success: False	combination: small0	high_attention_area_without_occlussion_slc: 0.05612883051907442	area_occluded_relative_to_gtbox: 0.012638107150302271	high_attention_area_occluded_slc: 0	quadrants: ['2']
filename: frame000469_rgb.pngbbox0	sequence: small0 small1	success: False	combination: small0 small1	high_attention_area_without_occlussion_slc: 0.05612883051907442	area_occluded_relative_to_gtbox: 0.05612883051907442	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000249_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.3370814706687346	area_occluded_relative_to_gtbox: 0.15128637898002006	high_attention_area_occluded_slc: 0.18686707417206458	quadrants: ['1', '2', '3', '4']
filename: frame000249_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.3370814706687346	area_occluded_relative_to_gtbox: 0.18579509168871453	high_attention_area_occluded_slc: 0	quadrants: ['1', '2', '3', '4']
filename: frame000249_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big0 big1	high_attention_area_without_occlussion_slc: 0.3370814706687346	area_occluded_relative_to_gtbox: 0.3370814706687346	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000340_rgb.pngbbox0	sequence: small0 small1	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.05583693021631197	area_occluded_relative_to_gtbox: 0.03313290586562211	high_attention_area_occluded_slc: 0.258089868017265	quadrants: ['3', '4']
filename: frame000340_rgb.pngbbox0	sequence: small0 small1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.05583693021631197	area_occluded_relative_to_gtbox: 0.022704024350689852	high_attention_area_occluded_slc: 0.19090092562560815	quadrants: ['2']
filename: frame000340_rgb.pngbbox0	sequence: small0 small1	success: True	combination: small0 small1	high_attention_area_without_occlussion_slc: 0.05583693021631197	area_occluded_relative_to_gtbox: 0.05583693021631196	high_attention_area_occluded_slc: 0.09102816795988124	quadrants: []
filename: frame000051_rgb.pngbbox0	sequence: small0 big1	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.4769951480675924	area_occluded_relative_to_gtbox: 0.4418604651162791	high_attention_area_occluded_slc: 0	quadrants: ['2', '4']
filename: frame000051_rgb.pngbbox0	sequence: small0 big1	success: False	combination: small0	high_attention_area_without_occlussion_slc: 0.4769951480675924	area_occluded_relative_to_gtbox: 0.03513468295131337	high_attention_area_occluded_slc: 0	quadrants: ['1', '2', '3', '4']
filename: frame000051_rgb.pngbbox0	sequence: small0 big1	success: False	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.4769951480675924	area_occluded_relative_to_gtbox: 0.47699514806759247	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000240_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.36511175898931003	area_occluded_relative_to_gtbox: 0.36511175898931003	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000111_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.2762278407439698	area_occluded_relative_to_gtbox: 0.2762278407439698	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000112_rgb.pngbbox1	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.32320520067834935	area_occluded_relative_to_gtbox: 0.32320520067834935	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000260_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.6432963563089451	area_occluded_relative_to_gtbox: 0.6432963563089451	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000118_rgb.pngbbox1	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.6773584905660377	area_occluded_relative_to_gtbox: 0.6773584905660377	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000326_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.4073708817298561	area_occluded_relative_to_gtbox: 0.4073708817298561	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000157_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.6865485564304462	area_occluded_relative_to_gtbox: 0.6865485564304462	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000352_rgb.pngbbox0	sequence: small0 small1	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.07335452725774166	area_occluded_relative_to_gtbox: 0.018623179873621415	high_attention_area_occluded_slc: 0.14498214215628558	quadrants: ['3', '4']
filename: frame000352_rgb.pngbbox0	sequence: small0 small1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.07335452725774166	area_occluded_relative_to_gtbox: 0.054731347384120256	high_attention_area_occluded_slc: 0.16200596569724088	quadrants: ['2']
filename: frame000352_rgb.pngbbox0	sequence: small0 small1	success: True	combination: small0 small1	high_attention_area_without_occlussion_slc: 0.07335452725774166	area_occluded_relative_to_gtbox: 0.07335452725774166	high_attention_area_occluded_slc: 0.051257898661642924	quadrants: []
filename: frame000425_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.4618421052631579	area_occluded_relative_to_gtbox: 0.4618421052631579	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000247_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.3428167687235045	area_occluded_relative_to_gtbox: 0.14818652849740932	high_attention_area_occluded_slc: 0.14861045690061234	quadrants: ['1', '2', '3', '4']
filename: frame000247_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.3428167687235045	area_occluded_relative_to_gtbox: 0.19463024022609515	high_attention_area_occluded_slc: 0	quadrants: ['1', '2', '3', '4']
filename: frame000247_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big0 big1	high_attention_area_without_occlussion_slc: 0.3428167687235045	area_occluded_relative_to_gtbox: 0.3428167687235045	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000155_rgb.pngbbox1	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.3283717105263158	area_occluded_relative_to_gtbox: 0.3283717105263158	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000440_rgb.pngbbox0	sequence: small0 small1	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.045560109289617484	area_occluded_relative_to_gtbox: 0.010314207650273225	high_attention_area_occluded_slc: 0.0540129781420765	quadrants: ['3', '4']
filename: frame000440_rgb.pngbbox0	sequence: small0 small1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.045560109289617484	area_occluded_relative_to_gtbox: 0.03524590163934426	high_attention_area_occluded_slc: 0.11784494535519126	quadrants: ['1']
filename: frame000440_rgb.pngbbox0	sequence: small0 small1	success: True	combination: small0 small1	high_attention_area_without_occlussion_slc: 0.045560109289617484	area_occluded_relative_to_gtbox: 0.045560109289617484	high_attention_area_occluded_slc: 0.03869535519125683	quadrants: []
filename: frame000438_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.2906017816159023	area_occluded_relative_to_gtbox: 0.06819154315945074	high_attention_area_occluded_slc: 0.3864122612517991	quadrants: ['1', '2', '3', '4']
filename: frame000438_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.2906017816159023	area_occluded_relative_to_gtbox: 0.22241023845645155	high_attention_area_occluded_slc: 0	quadrants: ['1', '3']
filename: frame000438_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big0 big1	high_attention_area_without_occlussion_slc: 0.2906017816159023	area_occluded_relative_to_gtbox: 0.2906017816159023	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000451_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.4614383682081941	area_occluded_relative_to_gtbox: 0.4614383682081941	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000501_rgb.pngbbox0	sequence: big0 small1 small2 big3	success: False	combination: big3	high_attention_area_without_occlussion_slc: 0.22574074074074074	area_occluded_relative_to_gtbox: 0.10076131687242798	high_attention_area_occluded_slc: 0	quadrants: ['1', '2', '3', '4']
filename: frame000501_rgb.pngbbox0	sequence: big0 small1 small2 big3	success: True	combination: small2	high_attention_area_without_occlussion_slc: 0.22574074074074074	area_occluded_relative_to_gtbox: 0.03440329218106996	high_attention_area_occluded_slc: 0.10076131687242798	quadrants: ['1', '2', '3', '4']
filename: frame000501_rgb.pngbbox0	sequence: big0 small1 small2 big3	success: False	combination: small2 big3	high_attention_area_without_occlussion_slc: 0.22574074074074074	area_occluded_relative_to_gtbox: 0.13516460905349795	high_attention_area_occluded_slc: 0	quadrants: ['1', '2', '3', '4']
filename: frame000501_rgb.pngbbox0	sequence: big0 small1 small2 big3	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.22574074074074074	area_occluded_relative_to_gtbox: 0.022119341563786008	high_attention_area_occluded_slc: 0.03786008230452675	quadrants: ['1', '2', '3', '4']
filename: frame000501_rgb.pngbbox0	sequence: big0 small1 small2 big3	success: False	combination: small1 big3	high_attention_area_without_occlussion_slc: 0.22574074074074074	area_occluded_relative_to_gtbox: 0.12288065843621399	high_attention_area_occluded_slc: 0	quadrants: ['1', '2', '3', '4']
filename: frame000501_rgb.pngbbox0	sequence: big0 small1 small2 big3	success: True	combination: small1 small2	high_attention_area_without_occlussion_slc: 0.22574074074074074	area_occluded_relative_to_gtbox: 0.05652263374485597	high_attention_area_occluded_slc: 0.046152263374485594	quadrants: ['1', '2', '3', '4']
filename: frame000501_rgb.pngbbox0	sequence: big0 small1 small2 big3	success: False	combination: small1 small2 big3	high_attention_area_without_occlussion_slc: 0.22574074074074074	area_occluded_relative_to_gtbox: 0.15728395061728395	high_attention_area_occluded_slc: 0	quadrants: ['1', '2', '3', '4']
filename: frame000501_rgb.pngbbox0	sequence: big0 small1 small2 big3	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.22574074074074074	area_occluded_relative_to_gtbox: 0.06845679012345679	high_attention_area_occluded_slc: 0.2103292181069959	quadrants: ['1', '2', '3']
filename: frame000501_rgb.pngbbox0	sequence: big0 small1 small2 big3	success: False	combination: big0 big3	high_attention_area_without_occlussion_slc: 0.22574074074074074	area_occluded_relative_to_gtbox: 0.16921810699588477	high_attention_area_occluded_slc: 0	quadrants: ['2']
filename: frame000501_rgb.pngbbox0	sequence: big0 small1 small2 big3	success: False	combination: big0 small2	high_attention_area_without_occlussion_slc: 0.22574074074074074	area_occluded_relative_to_gtbox: 0.10286008230452676	high_attention_area_occluded_slc: 0	quadrants: ['1', '2', '3']
filename: frame000501_rgb.pngbbox0	sequence: big0 small1 small2 big3	success: False	combination: big0 small2 big3	high_attention_area_without_occlussion_slc: 0.22574074074074074	area_occluded_relative_to_gtbox: 0.20362139917695474	high_attention_area_occluded_slc: 0	quadrants: ['2']
filename: frame000501_rgb.pngbbox0	sequence: big0 small1 small2 big3	success: False	combination: big0 small1	high_attention_area_without_occlussion_slc: 0.22574074074074074	area_occluded_relative_to_gtbox: 0.0905761316872428	high_attention_area_occluded_slc: 0	quadrants: ['1', '2', '3']
filename: frame000501_rgb.pngbbox0	sequence: big0 small1 small2 big3	success: False	combination: big0 small1 big3	high_attention_area_without_occlussion_slc: 0.22574074074074074	area_occluded_relative_to_gtbox: 0.19133744855967078	high_attention_area_occluded_slc: 0	quadrants: ['2']
